"M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
5,3,5,5,1,4,5,2,4,1,3,1,1,4,1,3,5,4,2,2,3,1,1,2,2,5,2,"US",1
5,3,3,3,3,4,5,3,3,1,2,1,1,2,4,2,4,2,2,4,4,1,3,1,4,1,2,"US",3
5,3,3,5,2,3,5,3,3,2,3,2,1,2,3,1,3,2,2,4,1,1,1,2,5,1,1,"US",3
3,5,5,2,4,4,5,1,4,2,4,2,1,2,5,1,5,1,5,5,1,1,3,1,3,4,1,"US",3
5,4,4,4,5,4,4,4,4,3,4,3,3,4,1,3,2,3,2,4,2,4,4,3,5,5,3,"US",2
5,4,4,5,4,5,5,5,5,4,2,4,4,4,2,2,1,4,5,1,5,5,5,4,1,4,4,"GB",3
4,4,4,4,3,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,"US",2
4,4,5,4,4,4,5,5,4,4,1,4,3,5,1,2,1,4,5,4,2,2,5,4,2,5,2,"IS",2
5,5,4,3,5,5,4,4,5,4,3,3,3,4,2,3,2,4,4,2,4,3,4,4,3,4,4,"FR",1
4,2,4,4,4,4,5,3,3,4,4,3,2,3,3,3,2,2,3,5,3,1,2,4,5,2,2,"US",1
4,4,4,4,4,3,4,2,4,4,2,4,3,4,2,4,2,4,2,3,3,2,4,4,4,4,3,"GB",3
4,5,2,4,3,5,4,2,5,3,2,4,1,4,2,4,2,3,3,2,2,3,5,3,1,1,1,"US",1
4,3,4,4,3,3,5,3,4,3,3,2,1,4,2,4,3,3,2,2,2,2,4,2,4,1,2,"US",3
5,4,5,5,5,5,5,4,5,3,4,2,2,5,1,4,2,3,3,2,5,2,4,3,2,5,5,"US",2
5,4,3,4,5,5,5,4,5,3,5,1,1,3,5,2,4,4,3,3,3,5,4,4,2,2,5,"AU",1
5,3,3,2,3,3,4,3,4,2,4,2,2,2,3,1,4,4,3,4,4,1,4,2,5,1,2,"AU",2
5,5,4,4,4,3,3,5,5,5,2,5,3,4,1,5,1,4,4,3,3,3,5,3,2,4,5,"GB",1
5,4,3,4,4,4,5,3,5,4,5,3,3,3,5,3,2,3,3,4,4,2,4,4,4,4,3,"US",1
5,5,5,4,5,5,5,4,5,3,1,5,5,4,2,1,1,4,2,2,4,4,4,3,2,4,3,"GB",3
5,4,2,4,5,5,5,1,4,4,3,4,2,4,5,5,5,4,5,2,2,2,4,4,2,4,4,"US",1
3,1,5,5,3,1,4,1,3,3,2,3,3,4,5,2,4,5,3,4,3,1,4,3,5,1,1,"SG",1
5,4,1,1,5,1,5,4,5,4,5,1,2,1,5,5,3,2,4,4,1,4,2,5,5,5,1,"US",1
3,1,2,3,2,1,4,1,2,4,3,2,1,2,4,5,4,2,2,2,1,4,1,1,4,2,2,"US",1
4,3,1,5,5,3,5,3,2,3,3,1,2,3,3,3,2,3,5,2,3,3,5,1,2,1,1,"AU",3
5,3,2,2,5,4,5,4,5,5,5,3,2,2,4,2,4,3,2,4,4,2,4,5,5,1,2,"GB",1
4,2,3,3,2,3,4,2,3,2,4,2,2,4,4,1,2,2,3,3,1,2,4,3,5,3,2,"US",2
5,4,3,4,5,5,5,4,4,1,5,2,1,3,5,1,3,3,4,5,5,4,5,4,4,1,2,"CA",3
4,2,3,4,3,2,4,2,3,2,4,3,2,3,2,3,2,3,1,4,1,2,2,2,4,1,2,"GB",2
4,5,5,1,5,5,5,4,5,4,1,4,3,5,1,4,2,5,4,2,3,1,5,5,5,2,4,"US",2
5,4,4,4,4,4,5,3,4,3,5,2,2,2,4,1,5,1,5,5,4,1,3,2,1,1,1,"GB",1
4,3,4,2,4,4,4,3,4,1,4,2,2,4,5,3,4,2,3,5,4,2,3,3,4,2,1,"US",2
5,5,5,4,5,5,5,5,5,5,1,5,5,5,1,4,1,5,5,3,1,5,5,5,5,4,5,"RO",3
4,4,2,2,4,4,4,4,5,5,1,4,4,4,4,2,2,4,4,4,2,1,4,2,2,2,2,"US",3
5,4,2,4,5,5,4,4,4,1,5,2,2,3,4,3,2,3,5,4,3,1,4,4,3,3,3,"CL",3
4,4,4,4,2,4,4,3,4,4,4,3,4,4,4,2,2,3,2,2,4,2,2,3,3,2,4,"US",1
4,2,3,2,2,3,4,2,4,4,4,4,3,3,4,2,2,3,2,4,2,3,4,0,4,3,3,"CA",3
4,3,4,4,4,3,4,3,4,3,3,2,3,4,4,2,3,4,4,4,2,2,3,4,4,2,2,"US",3
5,4,3,4,5,5,5,2,5,1,3,2,1,3,5,2,1,3,5,1,2,5,1,4,1,5,5,"US",2
5,5,5,4,5,5,5,5,5,4,3,3,2,5,2,2,3,4,4,4,1,1,2,4,5,2,5,"GB",1
1,2,2,1,1,1,2,1,5,3,2,1,2,1,4,1,3,4,2,4,1,1,3,1,3,1,1,"HU",3
4,1,1,1,1,1,3,2,4,2,1,1,1,3,4,1,5,1,1,1,1,1,3,1,4,1,1,"ZA",1
5,4,3,2,4,5,5,4,5,3,3,3,1,2,5,4,1,3,4,2,3,4,5,3,1,1,3,"US",1
3,1,2,2,1,1,2,3,3,2,3,2,2,2,2,2,4,3,2,3,1,2,4,2,5,1,2,"US",3
5,4,5,4,5,5,4,3,5,4,2,3,2,4,3,2,2,3,3,5,1,0,4,5,2,4,2,"US",2
3,3,3,4,5,4,5,3,3,3,4,3,2,4,4,2,4,3,2,4,3,2,3,3,4,1,2,"US",3
5,1,3,5,1,1,5,1,1,3,5,1,2,1,3,1,4,1,1,5,1,1,1,1,5,1,1,"TR",1
5,4,4,3,1,4,4,1,3,3,5,2,1,1,5,1,5,1,1,5,5,1,1,1,5,1,1,"US",1
5,5,5,1,5,4,4,4,5,3,1,3,4,5,1,5,2,5,2,4,2,2,5,3,5,3,2,"GB",3
2,5,4,4,5,4,5,3,5,4,1,4,4,4,2,5,1,4,2,4,3,4,4,2,1,5,4,"US",2
3,2,1,5,2,3,5,4,4,2,4,3,2,3,4,3,4,4,5,2,2,2,4,3,4,4,2,"SG",3
5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,"US",1
4,3,4,4,4,5,5,4,4,4,4,1,3,3,3,1,4,4,4,4,4,1,4,4,4,4,2,"US",1
4,4,5,4,4,4,4,4,5,3,3,2,3,4,2,4,2,4,4,4,4,1,4,3,2,4,4,"NO",1
5,5,4,4,5,5,5,4,5,2,5,1,2,2,4,1,4,2,4,3,3,3,4,3,1,4,5,"US",1
5,3,2,2,4,2,5,5,4,3,2,3,2,4,2,2,2,5,5,1,4,2,4,4,4,4,4,"US",3
5,5,5,5,5,5,5,5,5,4,2,2,5,5,3,5,2,5,5,4,5,2,2,5,5,5,5,"IE",1
5,5,5,5,5,5,5,3,5,5,4,3,2,4,4,2,2,5,5,3,4,2,5,5,4,2,1,"DK",1
5,4,3,5,4,5,5,3,5,4,3,2,1,3,5,1,1,3,5,1,4,3,5,4,1,5,4,"CA",3
5,3,3,4,4,4,5,4,4,3,3,1,3,2,3,2,2,4,4,2,4,3,4,5,3,1,4,"LU",1
5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,3,1,3,5,1,5,5,5,5,1,1,5,"PL",1
4,4,4,4,5,4,5,4,4,3,3,1,1,5,4,3,2,4,5,2,4,5,5,4,1,2,5,"IE",1
3,4,3,4,3,3,4,2,3,2,4,2,4,2,4,2,4,3,3,4,2,2,4,2,4,1,2,"SG",1
5,5,3,5,5,5,5,5,5,5,2,4,4,5,3,4,1,5,5,4,1,1,4,4,5,5,1,"US",3
5,4,2,1,5,5,3,1,3,4,3,2,2,3,1,3,2,5,4,2,1,2,4,2,4,1,4,"CA",2
5,5,4,2,5,5,5,4,5,5,2,4,4,3,3,4,2,5,4,1,2,2,4,4,1,5,5,"GB",1
4,5,5,4,3,4,4,3,4,4,2,2,2,4,4,3,2,5,3,3,3,3,4,4,4,3,5,"US",1
4,3,4,4,4,4,4,4,4,2,2,3,2,5,4,2,4,5,3,2,3,4,2,3,5,3,4,"US",2
5,3,3,4,3,1,5,3,5,5,3,5,3,1,5,5,1,5,3,5,1,2,5,5,5,1,3,"US",1
5,4,5,5,4,4,5,3,5,4,5,5,4,3,4,5,2,3,4,3,1,5,4,5,1,5,5,"US",1
4,4,2,1,1,2,1,1,4,4,3,3,3,1,3,1,1,3,4,4,1,1,4,1,5,1,1,"US",2
4,4,2,4,4,4,4,2,5,4,2,4,4,4,4,2,2,2,5,1,1,5,4,4,2,5,4,"US",1
3,1,3,1,1,1,1,3,5,3,3,1,1,3,3,1,4,4,1,4,1,1,2,1,5,3,1,"US",3
4,4,3,2,3,4,4,4,4,5,3,3,2,5,2,4,2,4,3,4,2,1,2,3,4,3,2,"CA",3
4,3,3,4,4,4,4,2,3,4,3,2,3,3,4,2,4,3,4,3,3,3,4,2,5,2,2,"US",2
4,4,4,4,4,4,3,2,4,3,4,1,2,4,4,2,1,5,2,4,1,2,4,2,4,4,3,"AU",1
5,4,4,5,4,5,5,3,4,4,4,4,2,3,3,2,2,3,4,3,2,4,2,3,2,3,3,"GB",2
4,4,5,4,5,5,5,5,5,2,5,4,4,4,5,5,1,2,2,4,5,1,5,4,2,4,4,"GB",2
4,2,2,4,2,3,4,2,5,3,5,1,1,2,1,1,1,1,1,5,3,1,1,1,4,1,1,"US",3
4,3,4,5,2,4,5,3,4,3,2,3,4,4,4,4,3,4,4,2,2,3,3,2,1,2,3,"US",2
3,2,2,2,1,2,4,2,4,4,4,2,2,3,3,2,5,3,2,2,1,2,2,1,5,3,2,"GB",3
5,4,4,4,4,4,5,3,4,4,4,2,4,4,4,3,1,4,3,4,2,3,4,4,3,3,4,"SG",2
4,1,1,1,1,1,4,2,2,2,4,1,1,1,4,1,5,1,2,4,1,1,2,1,4,1,1,"GB",3
3,2,2,2,1,2,4,2,3,4,1,2,1,2,2,3,4,2,2,3,1,4,4,2,5,2,1,"CA",3
5,4,5,4,3,3,4,2,4,3,4,1,4,5,2,1,2,2,1,4,1,2,4,2,4,1,2,"US",1
5,3,2,4,5,5,5,4,4,4,3,2,2,3,2,1,4,3,5,3,4,3,5,4,5,1,3,"SG",1
4,5,4,4,4,4,5,4,5,4,3,4,2,4,4,4,2,4,4,1,2,5,5,3,1,4,3,"US",2
5,5,2,3,5,5,5,3,5,4,5,3,3,4,5,4,4,2,4,4,5,1,5,2,5,1,2,"US",3
4,3,3,4,2,2,4,2,4,3,4,1,1,2,3,3,3,2,2,2,2,2,3,2,2,2,1,"US",3
4,4,5,5,4,4,4,4,4,4,3,4,3,5,3,4,1,4,3,3,3,2,4,4,4,3,3,"US",1
4,5,4,4,5,5,4,3,4,4,4,3,2,3,4,2,3,3,4,3,5,2,4,4,5,1,4,"CA",2
5,1,2,4,2,4,4,3,2,2,5,2,2,2,4,1,4,2,2,4,2,1,2,2,5,1,1,"AU",3
4,2,2,4,3,4,5,3,4,2,4,1,3,1,4,2,2,3,3,4,2,1,2,2,4,3,2,"US",1
4,4,4,3,5,5,5,4,4,3,3,3,4,4,4,4,2,4,5,3,2,3,5,3,2,3,4,"US",2
4,1,2,3,4,3,4,1,4,3,3,1,1,3,2,2,2,3,2,3,2,1,2,3,2,2,1,"US",3
5,4,4,5,5,5,5,4,4,4,1,4,4,5,2,3,2,4,5,2,4,3,5,4,2,4,4,"US",2
5,4,1,4,4,4,5,3,2,2,4,2,5,4,5,2,1,4,4,4,1,3,5,2,5,2,2,"US",1
2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,4,4,2,3,2,2,4,2,2,2,2,"US",1
4,5,4,4,4,4,5,3,5,3,2,5,3,2,4,2,2,3,4,2,3,5,4,3,2,4,4,"US",1
4,4,4,4,2,1,4,4,4,4,2,2,3,4,5,4,4,3,1,3,1,1,3,3,4,2,2,"US",1
2,2,2,2,2,2,4,4,4,2,2,2,2,2,4,4,2,2,2,2,2,3,4,4,2,2,2,"US",3
2,3,3,2,4,2,4,2,3,4,2,4,3,4,3,3,5,4,4,3,1,2,4,2,1,1,2,"US",1
3,3,2,5,4,1,1,3,5,4,1,4,3,3,1,4,1,4,1,4,1,2,2,3,5,1,2,"US",1
4,4,4,4,3,4,4,4,4,2,4,2,3,4,4,3,4,4,2,5,2,2,4,2,2,2,2,"DE",1
4,4,3,5,5,4,5,2,4,2,4,2,2,4,3,3,3,5,2,3,4,4,4,3,5,2,3,"US",3
4,2,2,4,4,5,4,2,4,2,4,2,4,4,2,1,2,4,3,4,5,1,1,5,5,1,1,"US",1
5,5,2,4,5,5,5,2,5,2,2,2,4,3,1,2,3,5,4,2,1,1,2,5,5,2,5,"IN",1
4,1,3,2,1,1,5,1,4,4,3,1,1,3,3,1,5,3,1,4,1,1,4,1,2,1,1,"US",1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,5,2,1,5,1,1,1,1,1,1,1,"CA",3
3,2,2,4,4,2,4,3,4,4,4,1,1,3,3,1,4,1,1,4,1,1,3,2,5,4,2,"US",3
5,5,5,5,3,1,5,1,5,5,1,1,5,5,1,5,5,1,1,1,1,5,2,1,5,5,5,"US",1
4,3,4,4,3,4,5,4,5,2,4,3,1,3,3,2,3,3,4,3,4,2,4,2,4,2,3,"US",1
5,5,5,5,5,5,5,4,5,5,3,5,4,5,2,3,1,4,4,2,2,2,5,2,4,5,5,"US",1
3,5,4,5,5,5,5,4,5,4,1,3,4,4,1,4,2,4,4,2,2,3,5,4,3,3,5,"DE",3
5,3,4,4,3,3,4,3,3,4,3,3,3,3,4,2,2,3,3,2,2,1,5,5,5,1,3,"GB",1
4,4,4,5,4,4,4,2,4,4,2,2,2,5,4,4,2,4,2,2,4,4,5,2,2,4,2,"US",3
4,4,4,4,4,5,4,3,5,4,4,2,4,4,2,4,2,4,3,1,3,1,1,3,5,5,2,"US",3
3,4,4,2,3,4,5,4,4,4,5,3,4,4,2,3,1,5,3,2,2,5,4,4,3,4,4,"CA",3
4,4,5,5,5,5,4,4,4,4,1,4,4,5,4,3,1,5,3,2,2,1,5,3,3,4,5,"US",1
4,2,2,2,3,3,4,4,4,5,2,4,4,2,1,4,1,4,3,1,1,3,4,2,5,5,2,"FR",1
5,4,3,3,3,4,5,2,4,5,3,4,2,2,2,3,2,4,3,2,1,4,5,4,1,1,2,"US",1
5,5,4,5,5,5,5,4,5,3,2,2,2,3,3,1,5,3,3,4,4,2,4,3,5,3,4,"GB",1
5,3,4,4,5,5,5,3,4,4,2,4,3,5,4,3,1,4,4,3,4,2,4,3,1,3,3,"US",1
5,3,4,5,5,4,5,1,4,5,2,2,2,4,4,4,4,3,3,3,3,1,4,3,5,1,3,"US",1
5,5,5,5,5,5,4,3,4,3,4,3,2,4,4,2,3,3,4,4,3,2,4,3,5,2,3,"US",1
4,3,4,3,2,2,4,2,4,4,2,3,4,5,1,4,2,3,2,2,2,1,2,3,3,3,3,"GB",1
5,3,3,4,4,4,5,2,3,2,5,3,3,3,5,4,3,2,3,4,2,2,4,2,2,1,2,"US",1
5,5,4,4,5,5,5,4,4,4,2,2,4,3,4,5,3,5,5,2,2,4,4,4,4,4,2,"SE",1
2,1,2,2,4,1,5,3,4,4,3,2,1,3,4,1,4,4,1,4,1,1,3,2,5,1,1,"US",1
4,3,1,1,1,1,3,1,3,4,3,1,1,1,3,5,4,4,1,4,1,1,1,2,5,1,1,"IS",1
2,1,3,3,1,2,3,3,3,3,4,2,3,3,3,3,2,3,1,4,3,2,2,2,4,2,2,"US",3
3,3,2,2,2,4,3,2,4,2,2,2,2,3,3,3,2,2,3,3,2,2,4,2,4,3,2,"ES",3
5,4,4,4,5,4,4,5,4,4,2,4,3,5,3,2,2,4,3,1,2,2,4,3,2,4,5,"GB",1
5,5,5,5,5,4,4,5,5,4,4,3,4,5,5,4,2,5,5,1,5,4,5,5,1,5,5,"US",1
4,2,2,3,2,2,4,3,3,3,3,1,1,3,2,2,5,2,1,4,1,1,3,1,5,3,1,"GB",1
4,2,3,4,3,2,5,2,4,3,2,2,3,4,4,2,2,4,2,3,2,2,4,2,5,3,2,"CA",1
4,4,2,2,5,3,4,5,4,4,2,4,4,4,1,5,1,5,4,4,4,2,5,2,2,4,3,"GB",2
5,5,5,2,5,4,5,4,5,5,1,5,2,5,2,2,2,5,4,2,2,2,4,4,4,4,4,"GB",1
5,3,1,2,3,5,5,3,4,4,4,2,1,2,4,1,1,3,5,2,4,4,4,5,2,4,3,"CA",1
3,3,3,2,2,3,3,3,3,3,3,2,2,3,4,0,2,3,2,4,1,2,2,2,5,1,2,"US",1
2,4,4,2,4,4,4,3,4,3,1,4,3,4,4,2,2,4,3,3,2,3,4,4,5,1,4,"SI",3
5,2,5,4,5,5,5,3,5,2,5,1,5,2,5,3,2,2,3,3,5,4,5,5,1,5,2,"US",2
5,5,5,4,4,5,5,4,4,4,4,3,4,5,3,2,1,2,3,2,2,1,4,4,5,5,4,"GB",1
5,4,4,3,5,4,5,5,5,4,5,2,4,3,4,4,1,3,3,2,4,3,5,4,4,3,4,"AU",1
5,5,5,5,5,5,5,3,5,3,5,2,2,5,5,2,3,3,1,5,4,2,4,2,2,5,5,"SE",1
5,3,3,4,4,4,5,4,4,4,2,4,2,4,4,4,4,4,2,4,2,2,4,2,2,2,2,"US",3
5,4,4,4,5,5,5,5,5,3,4,2,3,3,4,2,2,3,4,2,4,1,4,2,5,4,4,"US",3
4,3,4,2,5,3,4,3,4,4,1,4,2,4,2,3,2,4,3,2,2,2,3,4,3,2,1,"US",1
5,3,2,4,4,3,4,1,5,4,2,2,5,5,4,5,3,3,3,4,2,1,3,4,2,5,1,"US",1
1,3,2,2,2,3,3,2,4,2,2,2,2,2,4,3,3,4,3,3,2,2,3,4,2,3,4,"IN",1
5,2,2,4,4,3,5,2,5,3,1,2,2,2,4,5,2,2,3,4,2,1,2,2,5,1,2,"US",2
2,2,2,4,4,2,2,2,4,4,4,4,2,4,4,2,4,2,2,1,1,5,2,2,5,1,1,"CA",3
4,5,3,4,2,1,5,2,4,4,3,1,1,4,4,4,4,1,1,5,1,1,4,1,5,1,2,"US",1
5,5,1,2,4,1,1,1,4,4,1,2,2,3,5,1,1,1,5,1,1,2,4,1,1,5,1,"US",3
5,5,5,5,5,4,5,5,5,4,5,3,4,4,2,5,1,5,5,2,5,1,5,4,5,2,5,"US",2
5,5,5,5,5,4,5,3,4,4,2,2,4,5,5,5,2,4,5,2,3,3,5,4,5,2,5,"US",1
4,2,3,1,2,3,4,2,4,2,4,2,2,2,5,2,2,4,1,4,1,1,4,1,4,2,2,"US",1
5,5,1,5,4,5,5,4,5,1,5,1,1,1,3,1,4,2,4,1,5,1,5,5,5,1,1,"NL",1
5,4,4,4,5,5,5,4,4,4,3,3,2,4,5,5,4,4,4,3,5,1,5,5,2,3,2,"US",3
5,4,5,4,5,4,5,1,4,4,4,1,2,5,4,1,4,5,2,5,2,1,5,2,5,1,1,"US",2
4,5,5,5,5,5,5,1,4,1,3,1,3,5,4,1,4,4,2,2,5,2,4,4,5,1,4,"GB",1
5,5,3,4,5,5,5,3,5,3,4,3,1,3,5,4,4,4,5,3,2,5,5,5,2,4,4,"US",2
2,3,2,2,4,3,4,2,4,2,4,2,3,2,4,1,2,3,2,4,2,2,2,2,2,2,2,"DK",2
2,1,1,4,1,3,3,4,4,5,4,3,2,2,1,2,1,2,2,3,1,3,2,3,1,5,1,"NZ",2
3,4,5,5,5,5,5,4,5,2,3,4,2,5,3,5,1,5,5,3,3,5,4,5,2,5,3,"US",1
5,4,4,2,4,4,4,4,4,4,2,2,3,4,2,4,3,4,4,4,3,2,4,4,4,4,3,"IT",3
5,3,5,1,1,5,3,1,1,1,5,2,5,5,1,1,3,5,3,3,3,3,3,3,5,1,3,"PH",3
5,4,4,2,4,4,5,2,4,5,2,3,4,4,4,4,3,4,4,2,2,2,4,2,5,3,4,"GB",1
4,4,5,2,4,3,5,3,5,4,4,4,2,4,2,2,1,4,3,4,4,1,5,4,2,4,4,"US",3
5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,3,5,"US",1
4,2,3,5,3,3,5,1,4,3,3,2,3,4,2,2,2,3,4,4,2,2,3,2,2,2,2,"US",3
5,5,5,3,3,0,5,2,0,2,4,2,2,4,1,5,3,2,4,2,1,3,4,2,2,4,3,"US",3
5,4,4,4,4,5,4,0,4,4,4,4,4,4,2,3,2,4,4,3,5,2,4,4,4,3,4,"GB",1
4,5,5,5,4,5,5,5,5,4,2,5,5,5,5,4,2,5,2,2,4,2,5,4,5,3,5,"GB",1
4,3,2,2,3,2,5,1,5,4,1,3,2,4,4,3,2,4,3,3,1,5,4,2,2,3,2,"DE",3
4,4,2,4,4,4,5,4,2,4,5,2,2,5,4,2,5,4,5,4,2,1,4,2,4,3,2,"IE",1
5,3,1,4,1,1,1,2,4,5,1,3,3,3,2,4,4,4,5,1,2,4,3,1,2,4,2,"US",1
4,4,2,4,4,4,5,3,4,5,4,2,4,2,4,2,1,2,3,2,4,1,4,3,2,1,2,"US",1
4,4,4,4,1,1,4,2,4,5,4,3,3,4,3,2,2,4,3,5,1,1,1,2,5,1,2,"US",3
5,3,3,4,3,3,5,5,4,4,3,2,4,2,4,2,5,2,4,3,3,2,3,5,3,1,1,"IN",1
4,4,4,4,2,3,5,4,4,4,4,4,3,4,5,2,4,4,3,5,3,2,5,3,5,4,3,"US",2
5,4,3,4,4,4,5,4,4,3,4,3,2,3,4,2,4,2,4,4,3,2,4,3,5,2,3,"US",3
4,4,4,4,4,3,4,3,4,3,4,3,2,3,3,2,3,3,4,4,2,3,4,3,4,1,2,"ID",1
5,4,4,4,5,5,5,4,4,2,2,4,3,4,4,3,4,3,2,2,3,2,4,2,5,1,4,"GB",1
5,4,4,5,3,4,5,4,5,5,1,5,5,4,2,5,3,4,3,3,3,1,4,3,5,1,4,"AT",1
4,4,4,4,4,4,5,4,4,4,2,2,2,4,5,4,4,4,4,0,2,4,4,2,2,4,4,"GB",1
5,3,5,4,4,3,5,3,4,3,5,3,2,5,5,5,5,4,2,4,3,5,4,3,5,3,3,"US",3
5,4,3,4,5,5,5,5,4,3,4,3,3,4,3,2,3,4,4,5,5,4,4,5,4,5,5,"GB",1
4,2,3,4,4,2,5,3,4,3,3,2,2,4,2,4,2,3,2,2,3,3,4,2,2,2,3,"US",1
4,4,2,5,3,4,4,1,5,4,3,3,4,4,4,3,2,3,1,4,1,1,3,5,5,3,2,"GB",1
4,3,4,3,2,3,4,3,5,3,2,3,2,2,2,2,3,3,2,2,4,3,4,3,5,1,2,"US",1
5,5,4,2,4,4,5,4,4,4,1,4,4,4,1,5,1,5,4,1,4,4,4,5,2,4,4,"DE",1
5,5,4,3,5,5,5,4,5,5,3,5,5,4,3,5,1,5,5,2,3,1,5,5,1,5,5,"US",3
3,3,4,3,4,4,5,4,4,2,3,2,3,4,3,4,2,3,5,2,3,4,2,3,5,1,2,"EU",3
3,4,5,5,4,4,4,3,5,4,2,4,5,4,1,3,2,4,4,3,3,3,5,3,3,4,3,"PH",3
3,2,3,4,4,3,4,4,4,4,3,2,4,3,4,2,3,3,3,2,3,1,2,4,5,1,2,"CA",3
5,5,5,5,4,3,5,3,5,5,1,5,5,5,1,5,1,5,5,1,5,5,2,5,2,5,5,"US",1
4,4,4,1,5,4,4,4,4,5,2,4,4,4,1,4,1,4,2,2,4,2,4,4,4,4,4,"US",1
4,4,4,4,4,4,4,2,4,4,2,4,3,3,2,3,3,3,4,2,4,3,4,3,2,4,3,"GB",1
4,1,2,2,1,1,3,1,4,4,2,3,1,3,4,3,5,2,1,5,1,1,3,1,5,1,1,"US",1
4,4,3,3,4,5,5,4,4,1,4,2,2,4,4,3,3,3,3,5,3,1,4,4,2,1,1,"SE",2
4,2,2,2,3,3,4,2,4,4,3,3,2,3,3,4,2,4,3,3,3,2,4,3,2,4,1,"AU",2
4,2,1,4,2,1,4,1,2,3,4,2,2,2,5,4,2,2,1,2,1,1,1,2,2,1,1,"US",3
5,2,3,2,2,3,5,2,4,4,4,4,4,3,4,4,2,4,3,3,2,4,2,4,5,1,2,"JO",1
5,5,4,4,5,5,5,4,5,2,5,2,2,4,3,2,4,4,4,4,5,1,5,4,5,1,5,"CA",1
5,2,4,3,4,5,5,2,4,4,2,4,1,4,1,4,4,1,1,1,2,1,2,4,5,1,1,"IN",1
5,4,5,4,4,4,4,3,5,5,1,3,4,5,2,4,2,4,3,2,2,3,4,3,5,2,2,"US",3
5,4,4,4,4,4,5,2,4,2,5,2,2,3,5,2,4,4,4,4,2,2,4,2,4,1,4,"PH",1
3,1,3,2,1,1,4,1,5,3,4,1,1,5,5,1,5,1,1,5,3,1,3,1,4,2,1,"US",3
5,3,5,5,4,2,5,3,2,2,5,1,4,5,4,2,2,3,2,5,3,1,2,2,5,1,1,"US",1
4,5,3,4,3,4,3,3,5,4,2,3,4,4,4,3,2,4,4,4,2,2,5,2,5,3,4,"US",1
5,5,3,4,5,5,5,4,5,4,1,5,4,4,2,4,1,3,5,1,3,4,5,4,1,4,4,"US",1
4,3,3,4,4,4,4,2,4,3,4,3,3,4,5,4,2,2,3,5,1,2,3,3,5,2,3,"GB",1
4,2,3,4,3,1,5,2,3,3,4,3,3,3,2,4,2,3,1,4,2,1,2,3,5,1,1,"US",3
5,5,5,5,1,5,5,2,1,5,4,5,5,5,1,1,1,5,5,5,3,1,5,5,1,1,1,"KE",1
4,3,2,1,2,2,4,3,4,3,5,2,2,2,3,1,3,4,2,4,2,2,3,2,4,1,3,"HR",1
3,2,3,4,1,3,2,3,3,5,3,1,3,3,3,2,2,2,2,4,2,1,2,1,5,2,1,"US",2
4,2,2,1,2,2,4,1,4,3,5,2,3,3,3,4,3,4,2,4,1,1,4,4,5,1,2,"US",3
4,4,4,4,5,4,4,3,4,3,2,3,4,3,1,5,1,4,4,2,3,3,4,4,2,4,4,"CA",1
2,1,1,2,1,1,4,2,4,2,4,1,1,2,3,1,1,3,2,2,1,1,3,2,2,1,1,"GB",1
4,3,2,2,2,3,4,2,4,2,4,2,1,2,2,2,2,5,1,2,1,1,3,2,4,2,1,"CA",2
3,4,2,4,4,5,4,3,5,4,5,1,1,4,3,1,0,3,4,1,3,1,1,5,5,1,3,"US",1
5,5,4,5,5,5,5,5,5,3,3,2,3,4,2,3,2,4,3,3,2,2,4,4,5,5,5,"IL",1
4,3,3,5,5,4,5,3,4,3,1,3,3,5,3,2,1,5,2,3,2,2,2,2,4,2,1,"US",1
4,1,1,2,1,1,4,2,4,1,3,2,1,3,4,4,2,1,1,3,1,1,4,2,4,1,1,"US",1
4,3,3,4,4,4,5,3,4,3,3,2,2,4,4,3,3,4,4,4,3,3,3,3,2,1,3,"CA",3
5,4,4,5,4,5,5,4,4,4,3,3,5,3,3,4,1,4,5,2,4,4,4,3,1,4,4,"US",2
4,4,4,4,2,2,3,2,4,2,3,2,2,2,4,2,4,2,4,3,2,2,4,2,2,2,2,"US",3
4,2,4,5,4,5,5,2,5,4,2,4,2,3,5,2,3,4,3,3,1,4,4,2,2,1,3,"GB",3
4,3,2,4,2,2,4,2,3,1,2,1,2,3,2,2,4,1,2,2,2,3,4,3,3,5,2,"US",3
3,5,2,4,4,2,3,2,3,4,3,3,3,3,2,3,3,2,3,5,2,2,5,3,4,1,1,"US",1
4,4,3,4,4,4,4,4,4,2,3,3,2,2,3,3,2,4,4,2,4,3,4,3,4,2,2,"AU",1
4,4,4,3,5,4,4,4,5,3,4,3,3,4,4,3,1,4,4,2,1,1,4,3,2,5,4,"AU",1
5,5,4,4,5,4,5,3,5,4,4,3,3,4,5,4,2,5,3,3,2,2,4,2,3,3,4,"NL",1
