"M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
5,4,2,2,4,4,5,4,4,4,1,5,2,3,1,4,1,2,5,1,1,4,4,2,1,4,1,"KE",1
1,2,1,2,2,2,3,1,3,2,3,2,2,2,4,2,4,2,2,5,1,2,4,2,4,1,1,"CA",1
5,4,2,4,3,3,5,4,4,2,5,1,3,2,4,3,4,3,4,3,3,2,5,2,1,5,3,"IN",1
4,4,3,3,4,4,4,3,2,4,3,4,4,2,3,4,2,4,4,2,3,4,3,3,2,4,2,"MY",1
4,4,3,5,5,5,5,4,5,3,5,2,3,4,5,4,3,2,3,3,4,2,4,3,4,4,5,"US",1
5,2,5,5,4,2,5,5,4,4,4,4,5,4,4,2,1,5,3,4,2,5,4,4,1,1,3,"GB",1
2,4,2,2,4,5,2,2,4,2,3,3,3,4,2,2,3,2,5,2,1,5,4,3,2,4,2,"GB",1
1,1,1,1,1,1,1,1,2,3,4,1,1,1,3,1,4,2,1,5,1,1,1,1,5,1,1,"CA",1
4,4,4,3,4,4,4,4,4,4,5,3,4,3,3,4,3,4,3,4,2,2,4,3,4,1,3,"US",1
2,4,3,2,2,2,4,3,5,3,2,3,2,3,2,3,5,4,4,4,2,3,4,3,4,2,3,"US",1
5,2,1,5,3,3,5,4,5,4,2,3,2,2,2,4,4,3,4,4,2,2,3,2,4,4,3,"SK",1
4,2,2,4,4,5,5,4,5,2,4,2,2,3,3,4,3,4,3,4,3,2,4,3,5,3,3,"US",1
5,4,2,1,4,5,5,4,5,4,5,2,4,4,5,1,1,4,5,1,2,5,5,4,1,4,4,"SE",1
5,4,5,5,4,5,5,5,5,4,2,3,5,5,1,2,2,5,3,3,2,3,4,3,4,1,4,"MY",1
4,4,4,3,4,4,4,3,5,4,4,3,4,3,2,2,1,3,4,2,4,2,4,3,2,4,3,"CA",1
4,5,4,4,4,3,4,3,4,4,2,2,4,5,2,2,2,4,2,3,2,4,2,4,4,4,2,"SG",3
4,2,2,4,2,2,4,2,2,2,3,1,1,2,3,2,3,1,1,2,2,2,3,2,4,4,2,"AU",2
4,2,3,3,2,3,3,3,3,2,4,2,2,2,4,2,3,2,2,4,2,2,2,2,4,2,2,"GB",1
4,4,2,2,4,5,5,3,4,3,4,2,4,3,4,4,1,0,4,1,2,4,4,2,5,4,2,"US",3
5,4,5,5,3,2,4,3,5,3,4,2,1,2,2,2,5,3,1,4,1,1,4,2,3,1,3,"US",2
4,2,3,4,4,4,5,2,4,2,4,2,3,2,4,2,2,3,3,4,2,2,2,3,3,4,1,"US",1
4,2,2,1,1,4,4,2,4,4,4,2,2,5,4,3,2,2,2,4,1,1,4,1,4,1,1,"HR",1
2,2,4,4,4,2,2,1,4,3,2,3,2,2,4,3,2,2,2,4,1,1,2,3,5,3,2,"US",1
5,5,5,3,4,3,1,3,4,4,1,4,4,5,1,3,4,4,2,4,2,3,4,3,1,4,4,"US",2
4,2,4,4,4,4,5,4,4,1,5,1,1,4,1,4,4,2,3,5,3,1,1,1,4,2,2,"US",3
5,5,5,3,5,5,5,4,5,4,3,5,3,5,2,2,1,4,5,2,5,3,5,5,2,3,5,"US",3
4,5,2,4,4,5,5,2,5,2,4,2,2,3,2,1,5,4,4,3,3,1,5,3,2,2,2,"US",1
2,2,1,2,2,2,3,1,4,4,2,2,3,3,3,4,3,1,1,2,1,2,2,2,4,1,1,"US",1
4,4,5,4,2,2,4,4,4,5,2,3,2,5,2,2,2,4,5,2,2,1,2,2,4,4,2,"US",3
4,4,2,4,4,5,5,2,4,2,4,1,1,2,5,1,1,3,4,4,2,2,3,2,5,1,1,"GB",1
4,4,3,2,4,5,5,2,5,3,4,2,2,5,4,2,3,5,4,4,1,1,3,2,4,1,1,"CA",3
5,5,5,2,5,5,5,5,5,2,1,4,5,5,1,4,1,5,5,1,5,5,5,4,2,5,5,"US",1
4,2,1,4,1,3,4,4,4,1,2,3,2,4,5,1,4,4,1,4,3,1,4,5,5,2,2,"DK",3
4,5,5,1,3,5,5,1,5,3,5,2,1,1,5,1,2,5,5,3,2,4,5,3,5,1,1,"GB",1
5,4,3,4,5,4,5,4,4,3,3,2,5,3,1,3,3,5,4,3,3,3,4,4,3,1,4,"CA",3
4,4,4,2,5,5,5,4,5,5,5,4,5,4,2,4,1,4,3,2,4,3,4,4,4,4,4,"AU",3
4,4,5,5,4,4,5,3,4,3,5,2,3,5,2,3,2,5,3,5,4,4,3,3,5,4,4,"US",1
5,4,5,4,4,5,5,5,5,4,1,2,4,5,1,5,1,5,1,4,4,3,5,2,5,2,4,"GB",1
5,2,5,5,4,5,5,3,5,3,1,3,3,5,3,3,2,4,2,4,4,2,4,2,5,1,1,"US",1
4,4,1,1,5,3,5,5,5,4,3,5,3,1,2,3,1,5,5,1,5,5,5,5,1,2,2,"US",1
5,5,5,5,5,5,5,4,5,5,1,3,1,5,1,5,1,5,5,1,1,3,5,4,3,3,5,"US",2
4,2,4,4,2,1,5,1,2,3,4,2,2,5,2,2,2,4,2,5,4,1,4,1,5,1,1,"US",3
5,4,2,4,3,3,2,4,4,4,4,2,4,4,2,3,3,4,3,4,2,1,4,2,2,5,2,"US",1
5,4,5,5,4,4,5,1,4,3,4,3,3,3,5,2,4,4,2,4,2,3,5,2,5,3,3,"US",1
3,1,1,1,1,1,2,1,1,1,5,1,1,1,3,1,2,4,1,4,1,1,1,3,2,1,1,"US",3
5,5,5,1,4,3,5,2,5,3,2,3,2,5,4,1,3,5,2,3,2,3,5,5,5,3,3,"US",1
3,2,3,4,3,1,4,2,3,3,2,2,3,4,2,3,2,4,2,4,2,2,3,3,4,3,2,"US",3
5,2,1,4,2,4,5,2,3,1,4,1,4,2,5,1,1,2,1,3,1,5,3,1,1,5,1,"US",1
5,5,4,4,4,4,5,2,4,4,4,3,3,4,3,3,4,4,5,2,4,3,4,3,4,5,4,"ZA",1
5,5,5,3,5,5,4,4,5,4,4,3,4,3,3,2,3,3,5,2,3,4,4,4,3,1,4,"US",1
5,5,5,5,4,5,5,5,5,4,5,2,4,5,5,1,1,5,5,1,4,3,5,5,5,2,5,"US",1
5,5,5,1,5,5,5,5,5,4,5,2,5,4,4,2,2,5,5,2,5,5,5,5,2,5,5,"US",1
4,2,2,2,2,4,4,3,3,1,2,2,1,4,4,2,4,2,1,4,1,1,3,2,4,1,1,"CA",1
5,5,5,4,5,5,5,5,5,4,3,4,4,5,3,5,1,5,5,3,5,1,5,5,3,1,5,"AU",3
2,3,1,4,1,1,4,1,4,3,3,1,1,4,3,1,5,4,2,4,1,1,2,1,5,1,2,"US",1
5,5,4,2,5,5,5,5,5,5,1,4,1,4,1,5,1,5,5,1,3,3,5,5,1,5,5,"NL",3
5,4,1,2,4,5,5,3,4,2,3,1,4,1,4,5,1,4,4,5,2,1,4,2,5,1,1,"SE",1
4,3,1,2,3,2,4,1,4,2,3,3,2,2,4,2,4,2,4,2,2,2,3,2,2,4,1,"GB",1
5,3,3,3,3,4,5,4,4,2,4,2,2,2,2,3,3,3,3,3,2,4,4,3,1,5,4,"GB",1
5,4,4,5,5,5,5,4,5,5,5,3,4,4,3,5,2,3,5,2,3,4,5,3,5,5,4,"IE",1
2,2,1,2,3,3,4,2,4,2,4,2,2,2,3,3,4,2,3,3,2,2,3,3,2,3,1,"GB",1
5,4,4,4,4,2,3,2,4,4,1,3,3,5,4,4,4,4,3,4,3,3,4,2,5,5,3,"US",2
5,3,4,4,4,4,5,2,5,3,3,3,2,2,4,1,4,3,3,4,2,1,4,2,5,1,2,"US",3
4,5,2,4,5,4,5,5,4,2,1,5,5,4,1,4,5,5,5,3,3,3,4,3,5,5,5,"GB",1
4,4,3,5,4,3,4,4,3,3,2,3,4,4,2,2,4,5,2,4,1,2,2,2,2,2,2,"US",3
4,5,4,4,5,5,4,2,5,2,2,3,3,3,3,3,1,4,4,2,1,3,4,2,1,2,4,"US",1
5,5,5,5,5,5,5,4,5,3,4,1,5,5,5,1,5,5,3,1,5,5,4,5,1,5,1,"US",1
4,2,2,2,3,3,5,2,3,1,5,1,1,1,4,1,2,1,2,4,3,2,4,3,4,1,2,"FI",1
5,4,4,4,4,5,3,4,5,4,3,3,3,3,3,3,3,4,4,4,4,3,4,4,2,3,4,"CA",1
5,5,3,3,5,5,5,5,5,5,5,1,1,4,4,4,1,3,5,2,4,1,5,3,4,5,2,"VN",3
5,2,2,5,4,4,5,3,4,3,3,4,1,3,1,1,1,4,3,1,5,3,4,4,1,3,2,"GB",2
4,3,3,2,2,3,5,3,4,1,5,2,3,1,5,4,3,2,3,5,2,4,5,2,5,1,2,"DE",1
4,2,3,4,4,4,5,3,5,3,4,2,2,3,3,2,4,3,3,3,3,1,4,2,5,3,2,"IE",3
4,3,2,2,2,4,4,3,4,2,5,2,2,2,5,1,4,2,3,4,2,2,3,3,2,5,2,"NZ",1
5,1,1,1,1,1,4,3,1,3,5,1,1,1,4,1,3,2,2,5,1,1,1,1,5,1,1,"US",3
5,4,5,4,4,4,5,5,5,4,2,3,3,3,4,5,4,4,4,2,2,4,4,4,5,5,3,"CA",1
5,5,3,4,5,4,5,5,5,3,2,3,3,4,3,3,1,4,4,1,4,4,4,4,4,5,5,"US",3
4,3,4,4,4,2,5,2,4,3,4,4,4,4,0,4,1,4,3,4,2,1,1,3,2,3,3,"US",2
3,4,1,5,5,1,5,1,5,4,2,4,4,4,1,4,2,4,4,4,1,2,5,2,5,5,2,"US",2
5,5,3,3,5,5,4,2,4,5,1,3,1,2,5,2,1,5,4,3,1,4,5,4,1,1,5,"US",2
4,5,3,4,4,3,5,5,5,3,5,2,5,1,1,4,1,3,4,3,2,3,4,2,5,1,2,"IN",2
5,4,3,1,3,5,5,3,5,5,5,1,1,3,3,1,3,1,3,5,4,1,5,5,4,1,1,"US",1
4,4,4,3,4,4,4,4,4,3,2,3,3,4,4,3,4,4,4,3,2,2,4,3,5,3,3,"GB",1
4,4,3,4,4,3,5,4,4,4,4,2,3,2,3,3,4,2,3,4,3,3,5,2,2,4,1,"US",1
4,2,3,2,2,2,3,3,4,4,3,3,3,2,3,3,2,3,2,2,3,4,2,2,4,3,1,"US",3
5,5,5,1,5,5,5,4,5,4,1,4,4,5,1,3,2,5,5,2,5,2,5,4,3,5,5,"US",1
5,5,4,5,5,4,5,5,5,5,3,3,3,5,3,5,1,3,3,2,3,3,5,4,3,3,3,"AU",1
5,1,1,2,1,1,3,1,4,4,5,3,3,1,5,2,5,2,1,4,1,1,4,1,5,3,2,"US",1
3,2,2,2,2,2,2,2,2,3,4,3,4,2,4,3,4,2,2,2,2,2,4,2,4,3,1,"CA",1
5,4,5,5,5,5,5,4,4,2,3,3,3,4,4,2,3,3,3,2,4,3,4,3,2,1,4,"US",3
4,5,4,3,4,4,5,5,5,4,2,5,4,4,1,5,1,4,3,2,4,4,4,4,1,4,4,"US",1
5,4,4,4,5,5,5,4,5,4,4,3,4,4,4,3,3,4,2,4,4,2,3,4,5,1,4,"GB",1
4,4,3,3,2,4,5,5,4,3,5,2,2,2,4,2,2,4,2,4,3,1,4,4,2,2,2,"US",3
5,4,3,5,4,4,5,2,4,3,5,2,2,4,5,4,4,1,2,2,4,2,2,3,4,4,4,"US",1
4,4,4,4,4,3,5,3,4,4,2,4,4,4,5,4,2,4,4,2,3,4,4,2,1,4,3,"US",1
1,2,2,2,2,2,4,4,4,2,2,1,3,3,1,1,3,4,1,4,1,2,3,2,1,3,3,"FI",3
4,1,3,2,2,2,5,2,3,3,2,2,2,3,2,4,4,0,2,2,1,1,4,1,4,1,2,"GB",1
5,4,3,3,4,4,5,3,5,1,5,1,1,5,2,2,4,4,2,4,5,1,3,2,4,4,3,"CA",1
3,4,5,5,3,5,4,5,5,2,3,3,3,5,5,4,1,4,3,3,1,3,3,4,2,3,4,"CA",1
4,1,1,2,1,1,4,1,3,1,5,2,2,1,5,1,5,1,1,5,1,1,1,1,2,1,5,"US",1
4,4,3,4,3,2,4,4,4,3,1,4,4,3,4,4,2,4,4,2,4,4,4,3,2,4,4,"US",2
5,2,3,2,4,3,5,1,4,3,1,1,3,4,5,3,3,3,1,1,1,1,5,3,2,1,1,"US",1
4,2,2,3,3,2,4,2,4,3,4,2,3,2,2,4,3,4,4,3,4,2,3,2,4,4,2,"CA",3
5,4,5,5,5,4,5,5,5,1,5,1,4,3,5,1,3,2,4,4,5,3,4,4,5,1,2,"US",3
5,5,5,2,5,3,2,5,5,5,3,3,4,2,2,2,2,5,1,4,5,4,5,5,5,4,5,"US",3
4,2,1,4,4,3,4,1,4,3,4,3,2,4,2,4,3,2,2,2,1,1,3,2,4,2,2,"US",1
3,5,4,4,4,4,4,3,4,3,3,2,2,3,5,2,4,2,4,1,1,1,4,2,4,4,2,"US",2
3,5,3,3,4,4,4,4,5,2,3,2,1,2,4,2,2,5,5,2,3,3,5,5,3,3,3,"US",3
2,3,3,2,3,1,4,1,2,3,4,2,2,2,4,1,3,5,3,4,1,1,2,3,2,1,1,"CA",1
4,3,2,2,3,4,4,4,4,4,4,2,4,3,3,3,2,4,3,2,3,3,5,4,3,4,3,"SI",2
5,5,2,4,5,5,5,5,5,2,2,4,4,5,2,5,1,5,5,4,2,1,5,4,5,4,5,"CZ",1
5,4,5,5,4,4,4,4,5,5,2,3,4,5,3,2,2,4,4,2,4,2,4,4,1,3,2,"CA",1
3,4,5,3,4,4,3,4,4,3,4,3,2,4,4,2,4,3,3,2,4,3,5,3,3,1,2,"US",1
5,4,5,2,3,3,5,5,5,3,4,3,5,2,2,2,2,4,3,2,1,5,3,2,5,1,4,"CA",3
5,4,4,4,4,5,5,3,4,2,3,3,3,4,2,2,2,4,2,4,2,2,4,3,4,5,4,"US",1
5,4,4,4,4,5,5,5,5,5,4,4,4,5,5,5,5,4,5,4,4,4,5,5,5,5,4,"PH",1
4,1,4,4,4,4,4,1,2,3,3,4,2,4,5,1,4,2,4,5,1,2,2,2,5,1,1,"FI",3
3,2,4,5,1,4,5,1,5,2,4,4,1,4,1,1,5,1,5,2,5,1,3,1,5,1,1,"US",1
5,5,5,5,2,2,5,4,4,4,3,3,4,4,2,2,5,4,4,4,2,4,5,2,1,1,1,"AU",1
4,4,4,5,4,4,4,5,5,4,2,4,4,4,4,4,2,3,3,2,3,4,4,3,2,2,4,"GB",3
5,3,3,5,4,4,5,4,4,3,3,2,1,2,5,3,1,1,5,2,2,5,5,5,1,4,2,"US",2
3,1,1,3,1,3,4,2,1,3,2,1,3,4,4,2,4,3,1,5,1,1,1,1,5,1,1,"PA",3
3,2,3,2,4,5,4,4,5,4,1,4,5,5,4,2,1,4,4,4,2,5,4,3,3,4,2,"US",1
2,1,1,1,1,1,1,1,1,2,1,1,1,3,5,1,3,0,1,5,1,1,1,1,5,3,1,"US",3
4,3,4,4,4,4,4,3,4,2,2,3,3,4,4,1,4,3,4,2,2,4,4,3,3,4,3,"CA",1
4,2,4,4,2,4,4,2,4,2,3,2,2,2,3,2,4,3,1,4,2,2,4,2,3,1,2,"ZA",1
5,4,5,5,5,5,5,0,5,3,4,3,4,5,2,5,1,0,5,0,2,4,5,5,5,4,5,"US",2
4,1,3,3,2,5,4,2,3,2,2,2,2,4,5,3,3,3,1,4,1,1,3,1,5,1,2,"US",1
5,5,4,5,5,4,3,5,5,3,2,4,4,2,1,2,1,4,4,4,4,3,4,3,4,1,3,"US",1
4,5,3,4,4,4,4,3,4,3,2,3,3,4,3,2,3,3,3,2,2,3,4,2,3,3,4,"AU",1
4,3,3,4,4,4,5,5,4,1,5,1,2,3,5,1,5,3,5,1,4,5,5,1,4,5,2,"US",3
4,2,4,1,5,4,5,1,4,3,4,2,1,4,5,2,2,4,5,1,4,4,5,3,1,1,2,"US",3
4,4,3,4,4,4,4,2,4,5,5,3,4,3,4,3,4,5,4,4,2,3,4,3,5,2,2,"US",1
5,2,4,5,5,4,5,3,3,2,4,2,2,3,4,2,4,2,2,4,4,3,4,3,4,4,2,"IS",1
5,3,4,5,5,4,5,5,5,3,3,3,3,4,3,3,4,4,3,4,3,1,2,2,5,3,3,"FR",1
4,3,3,4,4,4,4,4,4,3,5,2,4,5,3,3,1,3,3,3,2,2,4,3,4,2,2,"GB",1
4,4,3,5,4,4,3,3,4,3,3,2,2,4,3,2,2,3,4,3,4,3,4,3,4,2,2,"FI",3
1,3,2,4,3,3,5,3,4,4,2,1,2,3,2,2,2,3,3,5,3,1,4,2,5,1,2,"US",1
5,3,2,1,1,1,2,1,2,4,5,1,1,1,3,1,4,3,2,5,1,1,4,4,1,1,1,"US",1
5,2,1,1,3,1,5,1,2,4,4,1,1,3,2,1,5,3,1,5,3,2,4,1,5,3,1,"US",3
5,2,4,1,1,4,5,3,3,2,4,2,1,2,3,1,5,1,3,4,2,1,1,2,2,5,2,"AU",3
5,5,5,5,5,5,5,5,3,5,1,5,5,5,1,5,1,5,1,3,3,1,3,3,5,1,1,"IN",1
5,5,5,5,5,5,5,4,5,1,1,1,5,5,2,1,1,5,5,5,1,4,5,5,5,5,4,"US",2
4,2,3,3,3,3,5,3,4,4,1,3,2,4,5,2,4,3,1,5,1,1,4,2,5,1,2,"GB",3
4,2,4,5,4,2,5,2,5,5,1,3,1,5,1,5,1,4,2,1,2,4,2,3,1,4,1,"US",3
2,3,4,4,4,5,2,3,4,2,1,3,2,3,2,1,4,5,4,3,4,4,5,3,2,4,3,"IN",3
5,4,4,5,5,4,5,4,4,4,5,2,4,3,4,4,1,5,5,3,1,3,2,3,1,2,3,"CA",3
5,5,5,4,4,5,5,5,5,4,2,3,2,3,1,1,2,4,5,3,5,4,5,4,5,2,5,"US",3
4,5,3,4,4,4,3,2,4,4,3,3,2,5,4,1,2,4,3,4,3,2,4,4,2,1,2,"US",1
4,4,4,3,5,5,5,2,5,4,3,3,2,4,4,3,3,5,3,3,3,4,4,4,2,3,4,"US",1
5,1,1,1,5,5,2,1,5,1,5,1,1,1,4,1,1,3,4,2,1,4,3,4,2,1,1,"US",1
4,4,4,5,3,4,4,3,3,3,2,2,2,4,3,2,2,3,3,4,2,2,4,2,5,1,3,"US",1
4,1,3,3,2,4,5,2,1,3,4,4,1,4,5,1,2,4,1,4,1,1,2,1,5,3,1,"CA",1
4,2,1,5,2,4,4,4,2,2,4,1,2,1,4,2,3,4,2,5,2,1,4,2,5,3,2,"GB",1
5,3,3,2,5,5,5,3,4,2,4,2,2,3,2,4,2,5,3,3,5,2,5,5,4,2,2,"US",3
4,2,2,3,1,2,4,2,3,3,3,2,3,3,3,4,2,4,2,4,1,2,2,2,4,1,2,"FI",3
5,1,4,5,2,4,5,3,1,2,3,2,2,1,4,4,4,4,1,5,4,4,4,1,5,5,3,"ID",1
5,2,3,4,4,3,5,2,5,4,4,2,2,2,3,3,1,2,2,3,3,2,4,3,2,3,2,"CA",1
4,4,4,4,3,4,4,4,4,4,1,3,4,4,2,4,2,4,3,2,2,1,4,3,2,4,4,"GB",3
4,5,4,5,4,3,5,4,5,4,2,2,3,4,4,4,4,4,4,3,2,2,5,3,2,4,3,"US",3
5,5,4,4,5,5,5,2,5,4,4,1,1,4,4,3,1,2,4,2,1,1,4,2,2,4,1,"US",1
3,1,1,3,1,3,4,3,4,3,4,3,1,3,3,4,2,5,1,4,1,1,4,2,5,3,1,"DO",1
5,5,5,5,5,5,5,5,5,3,4,4,4,5,2,4,1,4,3,4,2,2,4,4,4,3,5,"AU",2
5,4,5,3,4,4,5,4,4,4,2,4,4,5,4,4,1,4,4,2,4,5,4,4,1,5,4,"CA",1
3,2,3,2,2,4,5,4,4,1,1,4,1,1,4,1,4,3,3,5,4,5,5,2,5,2,2,"US",3
4,1,2,4,3,3,4,1,4,4,4,3,3,4,4,4,3,2,1,2,3,2,2,1,4,1,2,"US",1
4,4,4,3,2,3,4,4,4,5,1,2,5,5,1,2,2,5,1,2,2,3,4,3,2,5,2,"US",1
5,1,3,3,1,3,5,1,3,1,5,3,1,1,3,1,3,3,1,5,1,1,3,3,5,1,1,"US",3
5,4,4,4,4,4,5,5,5,4,4,5,4,3,4,4,1,4,3,2,3,3,4,4,4,5,4,"US",1
5,4,3,4,5,5,5,5,4,3,4,3,4,3,3,4,3,3,4,3,5,3,4,4,3,3,4,"PH",2
5,4,0,4,5,0,4,3,4,4,2,4,4,5,4,2,1,4,3,3,4,3,5,4,4,4,4,"IT",1
5,4,3,3,5,4,5,4,4,4,2,5,2,3,4,2,3,5,5,4,4,5,5,3,5,3,3,"US",1
5,5,3,4,5,5,5,3,5,5,5,4,1,4,5,3,1,5,4,2,3,3,5,3,4,3,3,"US",1
4,2,2,4,3,3,5,2,4,3,4,1,2,4,5,1,5,3,1,4,2,2,4,2,5,1,1,"US",1
5,5,5,1,5,5,5,5,5,5,4,3,1,5,5,1,5,5,5,2,5,3,5,5,1,1,5,"US",1
3,2,2,3,1,2,3,2,2,2,3,2,2,2,4,2,2,2,2,2,1,1,1,2,3,1,1,"US",1
5,2,3,4,3,4,3,2,4,2,2,2,4,3,2,2,2,4,1,3,2,4,3,2,5,2,3,"US",2
4,3,1,2,3,3,4,3,4,4,3,3,2,4,2,1,1,5,2,3,1,2,2,3,3,2,2,"CA",2
5,1,3,4,2,1,5,4,4,1,4,1,1,3,4,1,5,1,1,4,1,1,2,1,5,1,1,"US",1
4,3,2,4,1,2,5,2,3,1,5,2,2,1,5,1,5,1,1,5,3,1,1,1,4,2,2,"MK",2
4,4,4,5,5,5,5,3,5,5,3,4,5,4,2,4,1,2,5,4,5,3,5,3,3,1,3,"US",1
4,2,2,4,2,2,4,4,2,3,2,2,2,4,4,2,2,4,4,2,2,1,4,2,2,1,2,"FI",3
5,5,4,5,5,4,5,4,5,4,3,3,4,5,4,5,1,4,5,1,5,4,5,4,1,5,4,"ZA",1
5,5,5,4,5,5,5,3,5,2,2,4,2,5,3,5,5,5,5,5,4,1,5,3,5,3,5,"PT",1
3,4,4,4,4,4,4,2,4,3,2,4,2,4,3,4,4,4,3,3,2,2,4,2,2,3,2,"US",2
5,4,4,3,4,4,4,4,4,4,2,4,4,4,2,4,1,4,4,1,4,4,4,4,2,3,4,"US",1
5,3,4,3,4,4,5,4,3,2,3,2,3,2,4,3,2,4,4,5,3,3,4,2,2,4,2,"CH",1
5,4,4,4,4,4,5,3,4,4,2,3,4,4,2,3,2,4,2,2,2,2,4,4,4,3,4,"US",3
5,2,2,3,1,3,4,1,4,3,4,1,2,3,5,1,4,2,1,4,1,1,2,1,5,1,2,"US",1
2,1,2,2,1,1,3,1,4,2,4,1,2,2,3,4,4,3,1,4,1,2,2,1,5,1,2,"DE",3
3,4,4,3,1,2,4,3,4,5,1,5,2,3,2,2,2,3,4,3,2,5,2,1,1,3,1,"US",1
5,4,5,4,5,5,5,3,4,4,1,4,3,4,1,3,2,4,2,1,3,2,4,4,2,3,4,"GB",1
4,5,4,3,5,5,5,3,4,4,3,5,3,5,3,3,3,5,5,2,4,4,5,5,2,2,5,"US",1
5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,5,5,5,1,5,5,5,5,4,"US",1
2,2,2,2,2,4,4,2,4,4,1,3,4,4,3,2,2,4,2,2,2,5,5,4,2,1,4,"SG",2
5,5,5,4,5,5,5,4,5,4,3,2,4,5,3,3,1,4,3,2,1,3,5,3,4,3,4,"GB",1
4,2,2,2,2,3,5,3,4,3,5,2,2,2,4,1,1,4,2,4,3,1,4,3,4,1,2,"US",1
5,3,3,4,2,3,4,3,4,4,3,3,3,3,4,4,2,3,4,5,3,2,2,3,4,4,2,"CA",3
2,2,5,5,2,2,3,2,4,4,3,3,4,4,1,4,2,4,1,4,1,2,3,2,5,1,2,"ZA",1
4,2,2,2,2,4,5,2,2,2,2,4,2,2,4,3,4,2,1,2,2,2,3,2,2,2,2,"GB",1
5,5,5,4,4,3,5,5,5,5,1,4,1,5,5,5,1,5,3,4,1,5,5,3,1,5,3,"US",3
5,4,4,3,5,4,5,4,5,4,4,3,2,4,3,4,2,3,4,2,4,4,5,4,4,2,4,"US",1
5,4,2,4,4,5,5,3,5,4,3,2,4,3,1,4,2,2,2,4,2,2,4,4,5,4,3,"US",1
5,5,1,4,5,3,5,2,4,5,3,2,5,4,1,2,1,2,1,1,5,1,1,5,5,1,1,"US",3
5,5,4,5,5,5,5,5,5,5,4,2,5,5,4,5,1,5,5,4,3,3,4,5,5,2,5,"US",3
3,3,4,4,2,3,5,2,4,4,2,3,3,4,4,2,2,2,2,1,1,3,4,2,2,2,2,"US",1
4,3,3,2,3,4,5,2,4,2,2,4,3,3,2,2,4,4,2,5,1,1,1,1,5,2,2,"US",1
4,1,2,4,2,2,4,3,4,3,2,2,2,4,4,2,2,3,1,5,3,1,3,2,4,1,1,"US",1
4,4,4,4,3,4,4,2,2,2,4,2,1,4,5,2,4,3,3,4,3,2,4,2,5,1,2,"CA",1
5,5,5,5,5,5,1,5,5,5,4,5,1,5,2,5,1,5,5,4,5,2,5,5,5,5,3,"US",3
5,5,2,3,5,1,5,2,5,4,2,2,4,2,3,4,1,5,4,2,1,5,5,2,5,1,4,"SG",3
2,1,2,2,1,2,2,3,1,1,5,1,1,4,2,3,2,1,3,5,2,1,1,3,4,1,1,"US",3
5,3,5,4,4,4,5,4,4,4,1,2,5,5,1,5,1,5,5,1,1,2,5,2,2,2,2,"CA",2
4,2,2,4,3,3,4,2,4,2,4,2,2,2,4,4,2,2,3,4,3,2,4,2,4,3,2,"RS",3
5,5,5,3,2,3,5,4,3,4,1,4,3,5,3,2,5,3,3,5,3,4,5,2,2,4,5,"US",3
5,2,4,2,4,3,4,3,5,4,5,1,1,4,3,2,5,5,2,3,2,1,3,3,5,1,2,"US",1
4,1,1,2,1,1,4,2,4,4,4,2,2,2,2,1,2,1,2,5,1,1,1,1,5,3,1,"US",1
5,5,3,5,5,5,5,5,5,4,2,1,1,4,3,5,1,3,5,4,2,1,5,4,1,1,4,"IN",1
4,3,2,3,2,4,4,2,4,3,4,2,2,4,3,2,4,2,2,4,2,2,4,2,2,2,2,"US",1
5,2,4,3,5,5,5,4,5,5,3,4,2,5,1,5,1,5,2,3,4,3,5,4,3,3,3,"BG",1
2,3,2,5,3,3,4,2,2,5,3,1,2,5,2,3,3,5,1,2,2,4,3,1,5,1,3,"US",1
4,2,2,2,4,4,4,3,4,1,4,2,1,5,5,4,5,1,4,5,1,1,2,2,5,2,2,"US",1
4,2,2,4,2,1,4,2,2,2,4,2,1,4,5,1,4,1,1,4,1,1,4,1,4,1,1,"US",1
4,4,3,4,2,3,4,2,3,4,3,2,4,4,4,4,2,4,3,5,3,1,3,2,5,1,2,"US",1
3,3,3,3,4,5,3,1,4,4,3,4,3,3,3,4,2,3,4,2,1,4,4,3,2,1,2,"US",3
4,2,2,2,4,4,4,1,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,3,1,2,1,"US",1
5,3,4,4,2,1,5,3,5,4,5,1,1,4,5,1,5,2,1,5,1,1,4,3,5,2,3,"NL",1
2,1,4,5,5,4,4,2,2,4,2,4,4,4,5,2,4,4,4,2,2,4,4,4,4,2,1,"CA",1
3,3,2,1,5,2,3,4,2,2,2,1,1,2,1,3,1,2,5,2,5,4,5,5,2,5,1,"BS",1
5,4,3,3,4,4,4,4,4,3,4,3,2,3,4,2,4,3,4,5,4,1,4,3,5,1,2,"CA",1
5,5,5,3,5,5,5,5,5,4,4,3,3,5,2,2,2,4,5,4,5,2,5,5,3,3,4,"PH",1
5,4,4,5,5,5,5,3,5,4,2,4,4,5,3,5,2,4,4,2,4,4,5,4,1,5,4,"US",2
5,1,5,5,2,2,5,5,4,3,2,3,3,4,4,5,2,4,1,5,2,1,4,3,5,4,2,"JP",3
