"M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
4,1,4,4,2,3,5,4,4,4,4,4,3,5,4,5,4,4,2,5,2,4,4,4,1,1,3,"US",3
4,5,5,4,5,4,4,5,5,4,1,4,4,5,1,4,2,4,4,2,4,4,4,3,4,4,5,"GB",1
4,4,5,5,3,4,4,2,5,5,3,3,2,5,4,1,4,3,3,4,1,1,5,3,1,4,2,"US",1
5,5,5,3,5,5,5,4,5,5,2,3,5,5,1,3,1,4,4,2,2,4,5,5,5,5,4,"US",2
3,1,1,1,1,2,4,2,5,1,5,1,1,2,5,4,5,1,1,5,1,1,3,1,5,1,1,"AU",3
5,4,4,5,5,5,5,5,5,4,3,4,1,4,3,1,4,4,4,4,5,1,5,5,3,4,3,"US",1
1,1,2,3,3,2,4,3,3,3,3,3,2,3,4,2,4,3,1,4,2,2,3,2,4,2,2,"US",1
5,5,3,4,4,4,5,4,4,3,3,4,3,3,1,2,1,4,3,4,4,2,4,2,5,1,3,"IT",1
5,5,5,4,5,5,5,4,5,3,2,4,1,5,4,4,1,4,5,5,2,3,5,3,1,4,4,"AT",2
5,5,5,4,4,5,5,5,5,4,5,3,3,4,3,3,4,3,3,3,3,1,5,3,2,5,3,"AU",1
5,3,3,4,4,4,4,2,4,1,4,2,1,3,4,2,4,2,3,5,4,2,4,2,2,4,1,"FI",3
5,5,5,5,5,5,5,5,5,3,1,5,5,5,1,5,1,5,4,5,5,5,5,5,5,5,5,"GB",1
5,4,4,5,2,2,5,2,4,2,1,2,2,4,2,1,1,2,2,5,2,1,4,2,5,1,5,"PH",3
5,3,3,4,5,4,5,5,3,2,5,2,2,2,3,3,4,3,2,5,2,3,4,3,5,1,2,"KE",1
5,4,4,5,4,3,5,1,5,4,4,4,2,2,5,3,1,1,4,5,1,1,2,4,5,1,4,"GB",3
4,4,5,4,5,5,5,5,4,3,2,3,3,5,2,4,2,4,4,4,4,2,5,3,5,2,4,"US",1
4,5,4,4,5,4,5,5,5,4,2,2,2,5,2,4,2,5,5,2,2,2,4,5,5,5,5,"US",3
1,1,3,3,1,1,1,3,5,3,3,2,3,1,2,4,3,1,3,3,1,2,1,1,2,1,1,"GB",3
5,2,4,5,1,5,5,5,5,5,1,2,3,5,1,2,3,4,3,2,4,1,5,2,4,5,4,"US",2
4,2,2,4,4,4,4,2,4,2,2,2,2,3,4,2,4,3,2,3,3,2,2,2,4,4,2,"US",1
5,3,3,5,4,4,5,3,4,4,3,3,4,3,4,4,5,2,2,4,2,2,2,2,4,1,2,"SG",2
5,5,5,2,3,3,5,2,5,3,3,1,3,3,3,3,3,3,3,5,2,3,3,3,2,1,3,"US",2
5,4,3,4,4,3,5,1,3,4,3,4,3,3,4,3,4,3,3,3,5,2,4,3,2,1,2,"US",2
4,2,5,4,2,4,4,5,5,1,3,2,2,4,5,1,3,4,3,5,2,1,2,2,5,3,2,"NL",2
5,5,4,5,5,5,5,5,5,3,3,2,2,1,5,2,1,5,5,2,3,3,5,4,5,1,5,"SG",3
4,4,2,4,3,3,4,2,4,2,4,2,2,3,3,2,2,2,1,5,1,2,4,1,4,1,2,"US",3
5,3,5,5,5,5,1,3,1,3,3,3,1,5,4,1,3,5,5,1,5,5,5,5,3,1,1,"US",1
4,4,4,3,4,4,4,4,4,5,1,5,5,5,2,5,1,5,4,1,4,3,5,4,1,5,2,"US",2
5,5,2,2,5,4,5,5,5,5,3,5,4,3,4,5,1,5,5,1,5,5,4,5,3,4,4,"GB",1
4,1,1,1,1,1,5,4,4,3,4,1,1,1,4,2,5,1,1,4,1,2,3,1,5,2,1,"SE",1
4,3,2,2,2,2,3,2,4,4,4,2,2,4,3,3,4,3,2,2,2,2,3,2,4,2,2,"US",1
4,2,3,4,2,3,4,3,3,2,4,2,1,4,4,1,4,2,1,4,4,3,4,2,2,1,2,"SG",1
3,2,4,4,2,2,4,2,2,3,3,3,3,2,3,5,3,3,2,4,2,2,3,2,4,2,2,"SG",1
5,5,2,4,5,2,5,3,4,0,1,2,2,3,0,2,5,4,5,1,4,4,4,3,5,5,3,"FI",3
5,5,5,5,5,5,5,5,5,3,3,2,3,5,1,2,1,5,5,1,5,3,4,5,2,5,4,"CA",3
5,5,5,5,5,5,5,5,5,5,2,4,1,5,2,5,1,5,5,1,1,1,3,5,5,3,5,"US",3
5,5,5,4,4,5,5,5,5,5,4,2,3,5,4,5,1,3,3,1,1,2,5,4,2,2,5,"US",3
4,1,4,4,2,1,4,2,2,4,3,2,3,3,4,1,4,2,1,2,2,2,1,1,5,3,1,"US",1
5,3,3,3,2,5,5,2,3,1,5,2,1,1,5,3,1,5,4,5,1,1,4,5,3,1,2,"US",3
3,1,1,1,1,3,3,1,1,2,5,1,1,3,2,1,3,2,1,4,1,1,2,1,2,1,1,"US",3
4,4,2,4,4,5,5,4,4,4,2,3,3,5,3,4,2,3,3,2,2,2,4,3,5,4,3,"US",3
5,4,1,4,3,4,5,2,4,4,4,1,4,1,4,4,2,2,4,1,3,2,3,2,1,2,4,"US",1
5,5,4,4,4,4,5,0,5,3,3,3,4,3,1,4,3,4,5,3,4,3,5,4,4,3,5,"US",1
5,3,1,4,3,5,4,3,5,3,4,2,1,2,3,2,4,2,4,2,5,1,3,4,5,1,3,"US",3
3,3,4,1,2,3,4,1,4,1,4,3,2,3,4,3,3,3,3,4,2,1,4,2,5,3,2,"IE",1
4,2,2,4,2,2,3,2,3,3,3,2,2,2,3,1,3,4,3,4,3,4,3,2,4,1,3,"BE",2
4,3,5,5,4,4,5,2,4,5,1,5,5,5,2,5,2,5,2,5,2,4,5,4,5,5,3,"US",1
5,2,3,4,4,4,5,4,5,2,4,2,3,3,4,2,3,2,3,4,2,2,4,2,4,1,2,"NZ",2
4,5,3,3,4,5,4,1,5,3,3,2,2,4,2,5,2,4,4,4,2,1,4,3,3,2,2,"GB",1
5,5,5,4,5,4,5,5,5,5,3,4,2,4,3,4,5,5,5,5,4,4,5,4,1,5,5,"GB",1
5,5,5,4,5,5,5,3,5,4,3,5,5,5,1,4,2,5,5,2,1,3,5,5,2,2,5,"US",2
4,4,5,5,4,4,5,3,4,2,3,2,4,4,4,3,2,4,2,4,2,1,3,3,4,1,3,"RS",1
5,4,5,5,5,5,5,4,5,4,2,1,5,5,4,5,1,2,1,4,1,2,5,5,5,5,1,"US",1
5,5,3,4,4,5,5,4,5,5,2,3,3,3,1,5,2,4,4,4,2,4,4,4,1,5,0,"PE",1
4,4,4,3,3,4,4,3,4,2,4,4,2,4,4,4,3,2,3,3,3,2,4,2,4,2,2,"HK",1
5,4,2,5,5,4,4,2,4,3,2,3,4,3,3,5,2,5,2,4,2,2,4,2,5,2,2,"US",1
4,3,2,2,3,4,4,2,4,4,4,2,2,1,3,2,4,4,2,4,2,4,4,2,1,4,2,"CA",3
5,4,3,3,2,4,5,3,4,4,4,2,2,3,2,3,4,2,4,5,2,2,3,2,2,1,1,"GB",3
4,2,3,5,4,4,4,2,5,2,1,2,3,5,2,2,2,4,3,4,3,1,4,4,5,2,2,"GB",3
4,2,3,3,2,1,4,2,3,3,1,1,2,1,5,1,3,1,1,5,1,1,3,1,5,1,1,"US",2
5,3,3,1,3,1,3,2,3,4,3,1,1,3,5,4,5,5,1,3,1,4,1,1,2,3,3,"US",1
4,3,2,3,3,3,4,2,4,4,4,1,3,5,4,4,4,2,2,2,2,1,4,2,2,3,2,"US",3
5,3,4,5,4,4,5,4,4,1,5,2,3,3,4,2,5,3,2,5,4,2,3,3,5,3,2,"FI",1
4,4,2,2,1,3,4,2,4,2,3,3,4,1,4,2,1,2,4,1,4,4,4,2,2,2,4,"NO",1
4,4,4,2,4,4,4,2,3,4,2,3,2,5,4,3,4,2,2,2,2,3,3,2,4,4,2,"GB",1
5,5,5,4,5,4,5,5,5,4,5,4,3,5,5,3,3,5,4,2,5,4,5,5,5,1,4,"US",1
4,2,2,4,2,4,4,2,2,4,4,1,4,1,2,1,1,2,4,5,2,1,2,1,5,2,1,"FI",1
5,4,4,4,4,4,5,4,4,4,4,2,2,4,4,4,4,3,3,3,2,2,4,3,5,2,2,"US",1
3,4,2,4,2,4,4,3,3,4,2,2,3,4,2,4,2,4,2,2,2,1,2,3,4,1,2,"US",1
4,1,2,2,1,1,4,2,2,5,3,2,2,3,4,1,4,2,2,4,1,1,1,1,5,1,1,"US",1
4,4,4,5,1,1,4,2,4,5,2,4,4,4,2,4,5,4,1,4,1,2,2,1,5,1,2,"GB",1
3,3,3,4,3,3,4,2,1,3,5,1,1,3,5,1,4,3,1,4,1,3,2,1,5,1,1,"AP",1
5,4,1,4,5,3,5,3,5,4,5,1,3,4,4,1,4,5,3,5,2,1,4,3,2,1,1,"US",1
5,3,3,4,1,5,5,4,5,2,5,1,1,1,5,1,4,1,3,1,4,0,5,1,5,1,1,"US",1
2,2,4,2,4,4,4,1,4,3,4,2,1,5,4,2,4,2,1,5,1,1,1,2,5,1,1,"US",3
4,5,5,4,5,5,5,5,5,4,4,5,4,4,4,4,4,5,4,2,2,4,5,4,5,2,5,"AU",3
3,3,1,1,1,1,3,1,4,2,3,1,2,1,3,4,4,1,4,4,1,2,3,4,1,4,1,"US",3
5,4,5,4,4,3,4,3,3,4,1,3,5,5,2,5,4,5,3,2,3,5,3,4,1,1,2,"US",3
5,4,2,4,4,4,4,2,5,4,0,2,1,1,5,4,2,1,5,4,1,2,3,2,3,4,2,"GB",1
4,3,3,3,2,3,4,2,4,5,3,3,2,4,2,3,2,3,2,4,2,2,4,2,2,1,2,"US",2
4,4,3,3,5,4,4,3,4,3,4,1,5,4,5,4,4,5,5,3,4,4,4,3,5,5,4,"HU",3
4,4,4,2,4,4,4,2,4,3,3,3,2,4,3,3,2,4,2,3,2,2,2,3,5,5,3,"US",3
5,4,4,1,4,3,4,5,5,5,1,5,4,3,1,4,1,5,5,1,4,4,4,5,2,5,5,"US",1
3,3,4,5,4,3,4,2,4,4,4,2,4,5,4,2,3,3,1,5,1,1,2,1,5,1,1,"US",1
4,2,4,4,4,4,4,3,3,3,3,3,2,3,4,3,3,4,4,3,3,2,4,3,3,3,3,"NZ",3
5,1,1,1,5,5,5,1,1,1,4,1,2,1,5,3,4,2,2,3,1,2,4,4,2,2,1,"FI",3
5,1,2,3,3,3,5,5,4,3,2,1,2,2,5,2,3,2,1,3,3,1,3,3,5,1,2,"GB",1
5,4,4,2,5,4,5,4,5,2,3,2,1,5,1,3,3,4,2,2,3,2,4,4,2,5,3,"GB",1
5,4,1,2,2,4,5,2,5,4,2,3,4,2,2,4,1,3,3,1,4,4,4,5,2,1,1,"US",1
5,5,4,4,5,5,5,5,5,3,4,3,1,3,3,1,1,2,4,3,2,1,5,4,4,3,4,"US",1
3,1,3,2,1,5,3,2,2,2,4,1,1,3,4,3,4,2,1,4,5,1,2,1,2,1,4,"US",1
4,4,2,1,2,4,5,2,5,3,2,2,5,1,3,1,1,3,4,2,1,4,4,3,4,1,4,"US",1
4,4,4,4,4,4,5,2,5,4,4,2,2,5,4,4,1,2,4,4,2,1,4,2,2,1,1,"US",1
5,5,4,5,3,5,5,5,5,4,1,2,2,2,3,1,2,4,4,4,1,1,4,4,2,4,1,"AU",1
4,3,2,2,1,3,4,2,5,3,4,2,3,1,1,4,1,3,4,3,1,1,4,2,2,2,1,"BG",1
1,3,1,2,1,1,1,3,2,2,2,2,2,1,4,3,2,4,2,3,1,1,4,1,4,3,1,"FI",2
4,5,3,1,3,4,5,4,5,4,1,4,5,3,5,2,1,5,3,5,2,4,4,5,4,4,5,"US",1
5,5,5,1,5,5,5,5,5,4,2,4,4,5,1,4,5,5,3,1,3,4,4,4,5,5,5,"GB",3
5,5,5,4,4,4,5,4,4,2,3,2,3,4,4,2,2,3,5,4,5,1,2,2,2,2,5,"US",1
4,4,3,4,3,4,4,2,3,2,5,4,2,4,3,3,2,2,2,4,3,3,4,4,5,1,3,"IN",3
2,3,3,2,2,2,2,1,4,4,3,1,2,2,4,2,2,2,4,3,2,2,3,2,3,1,2,"US",1
4,4,2,4,4,3,5,3,4,1,4,2,2,3,3,2,3,4,3,3,3,3,4,3,2,4,4,"NL",1
2,2,4,1,2,1,3,1,3,3,4,1,4,3,4,1,2,1,1,3,1,2,1,1,1,1,2,"US",2
5,4,2,3,4,4,5,4,4,4,2,5,3,3,2,4,1,3,4,2,5,5,4,4,1,5,4,"GB",1
5,3,3,5,3,3,5,3,3,1,5,2,3,3,2,3,2,4,3,4,3,1,3,4,2,4,3,"US",1
5,3,4,3,3,3,5,3,5,3,2,3,3,3,4,3,2,5,3,4,3,3,2,4,4,2,2,"MA",2
4,4,4,3,5,4,4,4,5,5,3,5,4,4,5,3,4,4,4,4,3,5,5,4,5,5,4,"PL",2
4,5,4,5,5,5,4,2,5,4,2,5,4,4,3,4,4,3,4,3,4,5,5,5,5,1,4,"US",1
5,1,2,5,1,5,5,5,5,3,2,2,4,4,4,2,2,2,2,1,5,4,5,2,1,5,2,"US",2
5,5,5,5,5,5,5,5,5,3,3,5,1,5,3,2,1,3,5,3,2,4,5,5,1,3,5,"GB",1
5,1,2,4,3,2,5,3,4,2,1,2,3,3,4,2,3,3,1,4,1,2,2,2,4,2,2,"US",3
5,5,4,4,4,5,5,4,5,2,3,4,2,4,1,2,1,4,4,2,1,2,5,3,5,2,2,"US",2
5,5,4,5,5,4,5,5,5,4,3,3,4,4,1,1,2,5,4,4,2,2,4,3,1,3,5,"PL",3
5,4,2,4,5,5,5,4,4,5,1,3,5,5,4,5,1,5,4,2,2,2,4,4,5,4,2,"DK",1
5,3,4,5,5,3,5,1,5,4,1,5,4,4,1,1,2,5,5,4,1,5,5,4,5,4,1,"US",1
5,5,4,5,5,5,5,3,5,2,2,5,5,2,1,1,1,5,1,3,3,5,5,4,5,1,5,"PH",1
5,1,2,2,1,3,5,2,5,3,5,4,1,4,5,4,2,5,4,5,5,1,4,3,1,3,3,"FI",3
4,2,3,5,3,1,5,1,5,3,4,2,2,4,4,3,4,4,2,4,1,2,1,1,5,1,1,"US",3
2,4,3,4,2,1,4,2,3,2,4,2,2,2,3,2,4,3,2,4,2,1,1,1,5,1,2,"CA",3
5,3,2,4,4,4,5,4,4,1,4,1,3,2,4,4,1,4,2,3,3,2,4,3,4,3,4,"SI",3
2,3,3,4,3,3,3,2,3,2,3,2,2,3,4,2,3,4,1,4,1,1,3,3,3,1,1,"US",1
4,5,3,5,3,4,5,3,5,2,3,3,3,3,2,5,3,4,4,4,2,3,3,2,5,1,4,"GB",3
4,4,3,4,4,1,5,3,5,3,3,4,3,4,4,3,3,3,2,2,1,2,3,3,2,5,3,"SE",1
5,4,4,5,5,5,3,5,4,2,5,1,3,4,3,5,5,5,5,4,1,3,4,4,3,5,3,"US",3
5,5,4,4,4,2,5,3,5,5,2,3,3,4,5,5,4,5,2,5,5,1,3,4,4,1,2,"US",1
4,3,4,2,3,2,4,3,4,4,3,2,3,4,3,2,4,3,2,2,2,2,4,3,4,4,3,"CA",1
3,2,1,2,5,4,5,1,5,1,2,5,3,1,5,2,1,3,4,2,2,5,5,2,5,1,4,"GB",1
4,4,4,4,4,4,4,3,4,4,3,4,4,4,2,4,2,4,3,3,3,3,3,4,2,4,4,"US",3
4,3,4,5,4,4,5,5,4,3,3,3,2,4,3,3,2,4,4,2,4,3,4,4,2,3,3,"US",1
5,3,4,4,5,5,4,4,4,4,2,3,3,4,3,4,2,3,3,4,5,2,5,4,2,3,4,"US",1
2,1,4,1,2,2,4,2,4,4,1,3,3,4,2,4,1,5,3,2,3,2,3,4,5,4,3,"US",1
4,4,4,4,5,4,4,4,4,3,3,3,1,4,4,4,4,4,3,3,3,4,4,4,3,5,4,"US",1
4,3,4,4,4,4,4,2,4,3,3,3,2,3,4,5,2,4,3,1,2,3,3,3,3,2,3,"GB",2
4,3,4,4,3,2,4,3,3,4,4,4,3,2,5,1,4,2,2,4,3,1,1,2,5,1,1,"US",1
4,2,2,2,3,2,5,2,1,2,3,1,1,2,5,2,4,2,2,3,1,3,4,2,4,3,1,"US",1
5,2,3,4,4,5,4,4,5,2,5,2,2,3,4,2,3,4,3,3,4,3,2,3,4,3,2,"GB",3
5,3,2,2,2,2,5,1,5,4,3,2,3,1,4,4,2,4,3,4,1,1,2,2,4,2,3,"US",1
2,1,1,2,2,1,2,2,3,3,2,2,2,2,3,1,5,1,1,2,1,2,4,2,5,4,1,"US",1
5,5,3,3,5,5,5,5,5,2,0,3,3,1,1,2,3,1,5,3,5,3,5,5,1,3,2,"MY",2
4,2,4,4,3,5,5,4,5,3,2,3,3,5,2,5,1,5,3,4,2,1,4,3,5,1,2,"US",2
5,5,5,4,5,5,5,5,5,4,2,4,4,4,1,4,2,5,4,2,4,3,4,5,3,3,5,"US",3
2,4,3,2,2,3,3,4,4,3,4,2,2,3,4,2,4,3,3,4,2,2,3,2,4,2,2,"PE",1
5,5,4,1,5,5,5,3,5,3,5,4,0,3,1,4,1,3,4,1,5,3,4,5,1,2,2,"US",1
5,5,5,1,4,4,5,2,5,4,3,3,4,4,5,5,1,5,5,3,2,5,4,5,3,5,5,"GB",1
4,4,4,4,4,5,4,4,3,4,5,2,2,2,1,3,1,3,3,5,2,1,2,4,2,4,2,"US",2
4,3,2,4,2,4,4,2,5,3,3,4,4,2,4,2,2,3,2,4,3,2,4,2,4,5,2,"CA",3
4,4,2,4,2,3,5,1,4,2,3,2,2,3,3,3,1,2,1,5,1,1,1,1,5,2,2,"GB",2
2,4,3,4,4,4,5,4,4,3,5,3,1,3,2,2,4,2,3,4,4,1,5,2,5,2,2,"GB",1
5,4,2,2,5,4,5,2,5,4,2,2,2,2,4,4,4,5,3,4,4,2,5,4,4,1,2,"US",1
2,3,3,4,2,2,4,4,2,1,4,1,5,3,5,2,5,4,2,2,3,3,4,1,2,2,3,"US",3
4,2,2,1,4,2,4,3,4,2,1,2,1,2,2,1,4,1,2,4,1,1,4,2,4,5,4,"US",3
4,3,3,2,4,4,4,2,4,2,5,3,1,3,4,2,3,3,3,5,3,3,4,3,5,1,2,"HR",3
5,1,3,1,2,2,5,2,4,3,5,2,1,1,4,1,2,2,1,4,1,2,3,1,5,1,1,"US",3
4,4,3,5,4,3,4,2,4,4,4,2,2,4,4,2,3,4,3,2,2,1,4,2,4,2,3,"US",1
5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,1,5,5,4,1,3,5,5,5,3,5,"GB",2
4,4,4,4,4,5,4,4,4,2,5,2,2,4,4,4,3,4,2,4,4,4,4,5,5,5,5,"GB",3
4,2,3,1,2,1,4,2,4,4,1,3,3,2,1,4,1,4,4,1,4,0,2,4,1,1,1,"US",1
4,4,3,4,4,2,5,4,4,1,5,1,4,3,4,1,2,4,4,4,2,1,4,3,5,1,1,"GB",1
5,4,2,2,5,4,5,4,4,5,1,4,4,2,4,2,1,4,3,1,4,5,5,4,2,2,5,"US",3
2,3,2,3,2,2,4,2,4,3,3,3,3,4,3,5,2,3,2,2,2,4,2,2,5,3,2,"CA",3
4,4,3,2,4,4,5,4,4,4,5,2,1,3,5,2,4,3,2,4,4,2,4,3,4,2,5,"GB",3
5,2,3,2,2,3,4,3,4,4,4,2,2,4,4,4,4,3,2,3,2,1,2,3,2,3,2,"CA",3
5,4,5,4,5,5,5,5,5,4,3,3,4,4,2,4,2,4,3,2,5,2,4,4,5,4,4,"US",3
4,2,3,2,2,2,3,3,3,3,3,2,3,2,2,3,2,3,2,4,2,2,1,2,1,4,1,"US",2
5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,3,5,5,1,5,5,5,5,2,5,5,"US",1
4,4,3,4,3,3,4,3,4,4,4,3,3,3,3,3,2,3,4,2,2,4,3,3,2,4,2,"US",2
2,3,3,1,1,3,4,2,3,2,2,1,1,3,4,4,4,1,2,2,1,2,3,1,5,3,1,"GB",1
5,5,5,5,5,4,5,3,5,5,1,3,2,5,1,1,1,5,5,3,2,1,2,2,4,3,5,"GT",3
4,5,4,5,4,2,2,2,4,1,5,2,2,1,4,4,4,2,4,5,3,2,1,1,2,1,2,"GB",1
4,3,3,3,4,4,4,4,4,3,3,2,3,4,3,4,2,4,4,4,2,2,4,4,4,3,3,"US",3
4,4,4,4,4,4,4,4,5,2,5,3,4,3,5,3,2,3,3,3,3,3,5,3,3,1,4,"US",1
4,5,3,4,3,4,4,5,5,3,4,2,5,3,3,4,2,3,3,3,1,1,1,2,4,4,3,"US",2
5,2,3,4,4,4,5,2,4,1,4,1,1,2,5,4,5,2,3,4,3,4,4,2,5,3,4,"GB",3
5,5,4,4,5,5,5,5,0,5,2,4,4,5,5,4,4,5,3,2,1,5,5,5,5,1,3,"US",3
4,3,2,4,3,5,4,4,5,3,2,4,2,3,5,4,4,3,4,2,4,5,5,5,4,5,4,"US",1
5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,"US",1
4,4,4,4,3,4,4,3,5,2,4,2,3,4,4,4,4,2,3,5,3,1,2,2,5,1,2,"GB",1
5,1,1,4,4,4,5,5,5,1,5,1,1,1,5,1,5,5,4,3,3,3,4,1,5,1,3,"CA",1
4,3,5,4,4,3,4,3,4,4,3,2,2,4,4,2,2,4,3,4,4,4,4,2,4,2,2,"CA",2
5,5,5,5,5,5,5,2,5,5,2,5,5,5,2,5,1,5,5,2,4,5,5,4,5,4,5,"US",1
4,3,3,2,4,5,5,4,4,2,4,1,4,5,3,2,2,4,5,3,4,4,5,4,2,4,4,"LV",1
3,2,3,4,4,4,4,4,5,4,2,3,3,4,1,2,2,4,2,2,2,1,4,2,4,2,3,"US",3
5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,1,5,1,1,1,5,5,1,1,1,"SG",3
4,5,5,3,5,5,4,4,4,4,2,4,4,5,3,4,3,4,5,2,3,4,5,3,2,4,5,"US",1
5,5,4,5,5,4,5,4,5,2,3,1,1,4,5,4,2,3,2,4,4,1,4,4,5,2,2,"US",1
4,2,3,3,3,4,4,3,3,2,5,2,3,2,4,2,4,3,3,4,3,3,3,3,4,2,2,"CA",2
5,2,1,2,5,5,5,3,4,1,5,1,1,1,5,1,4,4,3,5,1,1,4,3,5,1,2,"DE",1
5,4,2,2,4,4,4,3,3,1,1,2,1,2,3,2,5,3,3,3,2,2,3,1,5,1,2,"US",1
4,5,3,3,4,5,5,3,4,4,4,3,2,4,3,2,4,4,3,4,1,1,5,4,3,1,2,"US",1
4,5,4,5,5,5,5,5,5,3,3,4,4,4,2,4,2,3,2,4,4,2,4,3,5,3,4,"GB",1
4,2,3,4,4,3,5,2,4,3,4,4,3,2,4,3,2,3,1,4,3,2,4,2,5,3,2,"US",1
4,4,2,3,4,4,4,4,4,4,4,2,3,4,4,1,2,4,3,4,4,2,2,4,5,4,2,"US",1
4,4,3,2,3,4,4,3,4,3,4,2,2,3,4,2,4,3,2,4,2,1,4,3,4,3,2,"CA",3
5,4,4,3,3,3,5,5,5,3,1,3,3,4,1,3,1,4,4,1,4,3,4,2,4,4,3,"GB",1
5,3,4,4,5,4,5,2,5,3,5,2,2,3,4,3,1,4,3,2,3,1,4,2,3,1,2,"AU",1
5,4,2,4,5,5,5,3,5,4,2,4,3,5,4,4,2,3,3,4,2,2,4,1,5,1,3,"GB",1
5,4,5,4,5,5,5,5,5,4,4,3,3,4,4,2,3,3,4,3,2,4,4,5,2,3,4,"GB",1
3,3,3,4,2,1,3,3,3,2,2,2,3,3,1,2,4,3,2,3,1,1,2,1,5,2,1,"FI",3
5,5,4,4,5,5,5,3,4,3,5,3,3,5,5,2,4,4,5,3,3,3,5,4,1,3,4,"MY",1
4,4,3,3,3,3,4,4,4,4,5,2,2,2,4,3,3,3,5,4,2,3,3,3,4,3,4,"US",3
5,4,4,2,4,4,5,4,5,3,2,1,4,4,4,1,2,4,4,2,2,2,5,3,4,1,2,"PL",1
4,2,2,3,2,1,3,2,2,2,4,2,2,4,4,1,4,2,1,5,1,2,2,1,5,2,2,"US",1
5,2,5,2,5,4,5,4,3,2,5,3,3,4,2,2,4,4,2,2,4,2,4,4,4,3,2,"US",3
4,2,3,3,3,3,5,2,4,2,5,2,1,2,4,1,5,2,3,2,2,1,4,4,5,1,1,"US",1
5,1,3,3,1,1,5,1,1,1,5,1,1,1,5,1,5,1,5,5,1,4,5,1,5,1,1,"DK",3
5,5,5,5,5,5,5,5,5,3,3,3,1,3,5,3,5,3,5,5,1,3,5,5,5,5,4,"AU",1
5,5,2,4,5,5,5,5,5,3,3,3,5,4,2,4,4,5,5,3,2,2,4,4,5,5,5,"CL",3
5,5,5,4,5,5,5,5,5,3,3,2,3,4,3,5,2,5,5,1,5,4,5,5,2,5,5,"IE",2
3,4,2,4,4,3,4,4,4,2,5,1,2,2,4,4,2,2,4,4,4,1,2,3,5,2,2,"RS",1
1,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,1,5,5,5,1,5,5,"CA",1
5,5,5,5,5,5,5,5,5,3,4,1,1,5,5,1,5,5,4,2,5,1,4,4,5,1,5,"US",1
4,4,3,2,3,4,4,3,4,2,4,3,5,3,4,4,2,4,3,4,2,3,4,4,5,2,3,"GB",1
4,3,3,4,4,3,2,4,4,5,1,4,4,5,4,2,2,4,4,2,3,3,4,4,4,3,4,"US",1
5,5,5,4,5,5,5,5,5,1,5,1,1,5,5,2,5,1,3,3,5,5,5,5,5,1,3,"US",1
4,4,2,2,2,2,5,2,4,3,3,1,1,2,4,1,4,2,1,4,1,5,2,1,2,1,2,"US",1
5,5,5,5,5,4,5,5,5,3,4,5,1,5,5,5,1,5,5,1,5,5,5,5,4,5,5,"CA",2
5,2,1,2,3,2,4,2,4,2,5,1,2,2,1,5,1,2,5,1,4,3,4,2,1,3,2,"GB",3
4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,2,4,4,4,4,3,3,4,"US",1
5,5,5,5,5,5,5,5,5,5,1,5,4,5,1,5,1,5,3,3,4,4,5,5,5,5,5,"CA",2
4,2,5,3,4,4,4,3,4,5,2,4,2,5,4,2,1,4,4,2,2,2,3,4,5,3,2,"NL",1
4,2,3,2,4,2,4,3,3,2,5,2,2,3,5,2,5,3,2,4,2,2,4,2,5,1,2,"GB",1
4,1,3,3,2,3,3,3,3,4,4,2,2,2,2,2,4,3,1,2,2,2,2,3,5,1,2,"US",2
2,2,2,1,1,1,3,1,1,4,4,1,1,3,4,1,4,1,1,5,1,1,1,1,5,1,1,"US",3
5,3,2,3,4,3,4,2,4,2,4,2,2,3,2,3,2,2,4,4,3,4,4,2,3,1,2,"GB",1
3,3,3,3,3,4,5,2,4,4,2,2,4,3,4,5,3,3,2,4,1,1,4,2,2,2,2,"PH",1
5,4,5,4,5,3,5,5,4,4,1,4,3,4,3,1,1,5,5,2,4,2,5,4,5,4,5,"GB",1
2,1,2,4,1,1,1,2,1,1,5,1,1,2,5,1,4,1,1,5,1,1,1,1,5,1,1,"AU",1
5,5,5,1,5,5,5,5,5,5,3,4,3,5,5,5,1,3,5,1,1,5,5,5,1,5,5,"GB",1
4,2,1,1,1,1,4,1,1,3,5,1,1,1,5,4,5,1,2,2,1,1,1,1,5,1,1,"US",3
4,4,2,5,2,3,4,1,3,4,4,1,1,2,2,3,3,4,1,2,1,1,4,1,3,1,1,"US",1
5,5,4,2,5,5,5,5,5,3,2,4,4,5,2,5,1,5,5,1,2,3,5,3,2,1,5,"GB",1
3,2,2,2,1,2,2,2,2,4,3,2,1,4,2,2,5,1,1,4,2,1,3,2,2,3,1,"US",2
5,4,4,4,5,5,5,4,4,4,1,3,3,5,4,3,2,4,4,3,3,3,3,4,2,4,4,"CA",2
